"species";"meters_year_50";"meters_year_99"
"Rhinanthus groenlandicus";1;5
"Rhododendron groenlandicum";40;150
"Rhytidiadelphus subpinnatus";10;500
"Rosa glauca";400;1500
"Rosa pendulina";400;1500
"Rosa rugosa";400;1500
"Rubus odoratus";400;1500
"Rumex lapponicus";1;5
"Sagittaria natans";400;1500
"Sagittaria sagittifolia";400;1500
"Salix gmelinii";10;500
"Salix taraikensis";10;500
"Sarmentypnum procerum";10;500
"Sciuro-hypnum curtum";2;15
"Sciuro-hypnum plumosum";10;500
"Selaginella selaginoides";10;500
"Senecio sylvaticus";10;500
"Seseli condensatum";1;5
"Spiraea alba";1;5
"Spiraea billardii";1;5
"Spiraea rosalba";1;5
"Symphytum uplandicum";2;15
"Thuja occidentalis";40;150
"Thysselinum palustre";10;500
"Tilia cordata";40;150
"Trilophozia quinquedentata";10;500
"Tripleurospermum inodorum";2;15
"Tripleurospermum subpolare";2;15
"Trommsdorffia maculata";10;500
"Vaccinium myrtilloides";400;1500
"Valeriana excelsa";10;500
"Veratrum lobelianum";1;5
"Veronica fruticans";0,1;1
"Viola ruppii";2;15
"Viola wittrockiana";2;15
